null,5a7aea2fe4b02ed0f831bac8,false
5a7b1189e4b02ed0f831bb37,5a7b1461e4b02ed0f831bc23,true
5a7b1189e4b02ed0f831bb37,5a7b1590e4b02ed0f831bc3c,true
5a7b1189e4b02ed0f831bb37,5a7b17b2e4b02ed0f831bc50,true
5915bd4ee4b02917ee38f6bd,5a7b1f18e4b02ed0f831bcbd,true
5915bd4ee4b02917ee38f6bd,5a7b49fbe4b02ed0f831bd2a,true
5a7bf392e4b02ed0f831bdb4,5a7bf3ede4b02ed0f831bdb7,true
59b78593e4b08590e673fe11,5a7c035ee4b02ed0f831be94,true
5a7bf392e4b02ed0f831bdb4,5a7c206ae4b02ed0f831bf04,true
5a7bf392e4b02ed0f831bdb4,5a7c23afe4b02ed0f831bf07,true
5915bd4ee4b02917ee38f6bd,5a7c811be4b02ed0f831bf75,true
null,e3ac38e9-2454-48e6-a18c-f6a70efafd24,false
59b78593e4b08590e673fe11,5a7d4bf0e4b02ed0f831c034,true
59b78593e4b08590e673fe11,5a7d4c84e4b02ed0f831c0a1,true
59b78593e4b08590e673fe11,5a7d4cdee4b02ed0f831c10e,true
59b78593e4b08590e673fe11,5a7d80e4e4b02ed0f831c180,true
5a7d905ce4b0b9361ca2b862,5a7d94d8e4b02ef585d805fc,true
5a7d905ce4b0b9361ca2b862,5a7d9527e4b02ef585d80601,true
5a7d9075e4b0b9361ca2b864,5a7d9527e4b02ef585d80601,false
5a7d9075e4b0b9361ca2b864,5a7d9537e4b02ef585d80607,true
5a7db380e4b02ef585d80615,5a7db3e5e4b02ef585d80618,true
5a7db380e4b02ef585d80615,5a7db443e4b02ef585d80686,true
5a7db380e4b02ef585d80615,5a7db4a6e4b02ef585d806f3,true
5a7db380e4b02ef585d80615,5a7db580e4b02ef585d80700,true
5a7db380e4b02ef585d80615,5a7dba64e4b02ef585d80770,true
5a7db380e4b02ef585d80615,5a7dbcd7e4b02ef585d80772,true
5a7db380e4b02ef585d80615,5a7dc159e4b02ef585d8077f,true
59b90fb6e4b08590e6740207,5a7decdfe4b02ef585d807f1,true
59b90fb6e4b08590e6740207,5a7def10e4b02ef585d8085e,true
59b90fb6e4b08590e6740207,5a7def26e4b02ef585d808cb,true
5a7e072fe4b02ef585d808cd,5a7e073de4b02ef585d808d0,true
5a7e072fe4b02ef585d808cd,5a7e07f9e4b02ef585d808d3,true
588ba3fde4b07a1638dc4af1,5a7e0bace4b02ef585d80944,true
null,5a7e0b53e4b02ef585d808d7,false
587a2b8ae4b03b029b94053c,5a7e54bce4b02ef585d809c2,true
